placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2024-11-02 16:00:00,2024-11-02 16:05:00,41,0,5,1,3,5,8,14,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:05:00,2024-11-02 16:10:00,38,0,5,3,2,8,4,4,1,0,0,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:10:00,2024-11-02 16:15:00,9,0,2,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:15:00,2024-11-02 16:20:00,42,0,5,1,1,4,4,1,0,0,0,2,0,3,2,6,9,1,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:20:00,2024-11-02 16:25:00,26,0,6,2,1,0,1,1,2,0,0,1,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:25:00,2024-11-02 16:30:00,45,0,8,2,4,0,2,1,2,0,0,4,4,6,5,3,1,1,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:30:00,2024-11-02 16:35:00,18,0,8,0,3,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:35:00,2024-11-02 16:40:00,7,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:40:00,2024-11-02 16:45:00,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:45:00,2024-11-02 16:50:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:50:00,2024-11-02 16:55:00,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-11-02 16:55:00,2024-11-02 17:00:00,19,0,7,0,1,0,0,0,0,0,0,5,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
