placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-09-01 00:00:00,2025-09-02 00:00:00,233,3,71,13,11,21,16,12,11,8,0,16,13,13,10,8,1,3,2,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-02 00:00:00,2025-09-03 00:00:00,314,3,132,25,20,29,9,12,9,7,0,22,10,15,7,3,6,5,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-03 00:00:00,2025-09-04 00:00:00,253,4,81,15,19,18,18,14,3,6,0,17,12,13,11,6,5,7,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-04 00:00:00,2025-09-05 00:00:00,301,8,105,18,17,32,16,13,13,6,0,24,6,11,12,9,4,2,5,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-05 00:00:00,2025-09-06 00:00:00,364,4,129,24,24,36,20,12,7,8,0,27,8,18,14,17,5,7,2,0,1,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2025-09-06 00:00:00,2025-09-07 00:00:00,540,2,171,44,36,63,35,14,10,6,1,38,18,28,29,26,8,2,5,0,1,1,1,1,0,0,0,0
fukui-station-east-entrance,Face,2025-09-07 00:00:00,2025-09-08 00:00:00,635,6,184,51,41,66,31,25,19,12,1,41,32,37,46,24,13,1,0,0,1,1,1,1,1,0,0,0

fukui-station-east-entrance,Face,2025-09-09 00:00:00,2025-09-10 00:00:00,242,1,86,20,12,20,20,11,5,4,0,23,7,8,10,7,5,1,1,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2025-09-10 00:00:00,2025-09-11 00:00:00,310,3,100,30,22,27,19,9,7,7,0,27,11,14,7,12,5,5,3,0,1,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-09-11 00:00:00,2025-09-12 00:00:00,337,4,104,28,41,32,19,11,9,7,0,19,8,15,16,10,5,7,1,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-12 00:00:00,2025-09-13 00:00:00,436,6,144,30,28,43,29,24,14,5,1,33,7,17,23,10,12,2,5,0,2,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-13 00:00:00,2025-09-14 00:00:00,600,6,206,47,53,66,43,24,12,5,1,41,17,16,27,16,10,6,2,0,1,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-09-14 00:00:00,2025-09-15 00:00:00,598,9,202,47,50,61,39,22,12,9,3,42,18,14,30,19,6,5,7,1,1,0,0,1,0,0,0,0
