placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-05-28 00:00:00,2025-05-28 01:00:00,17
tojinbo-shotaro,Person,2025-05-28 01:00:00,2025-05-28 02:00:00,0
tojinbo-shotaro,Person,2025-05-28 02:00:00,2025-05-28 03:00:00,3
tojinbo-shotaro,Person,2025-05-28 03:00:00,2025-05-28 04:00:00,0
tojinbo-shotaro,Person,2025-05-28 04:00:00,2025-05-28 05:00:00,2
tojinbo-shotaro,Person,2025-05-28 05:00:00,2025-05-28 06:00:00,41
tojinbo-shotaro,Person,2025-05-28 06:00:00,2025-05-28 07:00:00,129
tojinbo-shotaro,Person,2025-05-28 07:00:00,2025-05-28 08:00:00,55
tojinbo-shotaro,Person,2025-05-28 08:00:00,2025-05-28 09:00:00,286
tojinbo-shotaro,Person,2025-05-28 09:00:00,2025-05-28 10:00:00,534
tojinbo-shotaro,Person,2025-05-28 10:00:00,2025-05-28 11:00:00,1017
