placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-08-01 00:00:00,2025-08-02 00:00:00,231,0,72,29,16,22,14,9,6,2,0,11,8,6,17,9,7,1,1,0,0,0,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-08-02 00:00:00,2025-08-03 00:00:00,350,1,105,43,33,29,17,8,8,3,0,12,20,15,21,20,6,5,2,0,1,0,0,0,0,1,0,0
tojinbo-shotaro,Face,2025-08-03 00:00:00,2025-08-04 00:00:00,324,0,97,33,24,44,21,3,7,6,0,10,20,16,21,13,6,2,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-08-04 00:00:00,2025-08-05 00:00:00,265,2,83,29,18,24,25,10,2,3,0,14,11,12,12,12,6,0,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-08-05 00:00:00,2025-08-06 00:00:00,355,2,104,36,34,37,32,13,9,6,0,19,13,13,17,11,4,3,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-08-06 00:00:00,2025-08-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
