placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2024-12-01 00:00:00,2024-12-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 01:00:00,2024-12-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 02:00:00,2024-12-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 03:00:00,2024-12-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 04:00:00,2024-12-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 05:00:00,2024-12-01 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 06:00:00,2024-12-01 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 07:00:00,2024-12-01 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 08:00:00,2024-12-01 09:00:00,23,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 09:00:00,2024-12-01 10:00:00,82,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 10:00:00,2024-12-01 11:00:00,116,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 11:00:00,2024-12-01 12:00:00,127,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 12:00:00,2024-12-01 13:00:00,110,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,1
fukui-station-east-entrance,Face,2024-12-01 13:00:00,2024-12-01 14:00:00,112,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 14:00:00,2024-12-01 15:00:00,125,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 15:00:00,2024-12-01 16:00:00,104,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 16:00:00,2024-12-01 17:00:00,79,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 17:00:00,2024-12-01 18:00:00,93,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 18:00:00,2024-12-01 19:00:00,64,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 19:00:00,2024-12-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 20:00:00,2024-12-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 21:00:00,2024-12-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 22:00:00,2024-12-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-01 23:00:00,2024-12-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
